model_date,race,sim,winner,n
2022-08-28,House,2013,dem,181
2022-08-28,House,2014,dem,215
2022-08-28,House,2015,dem,229
2022-08-28,House,2016,dem,196
2022-08-28,House,2017,dem,209
2022-08-28,House,2018,dem,182
2022-08-28,House,2019,dem,227
2022-08-28,House,2020,dem,195
2022-08-28,House,2021,dem,193
2022-08-28,House,2022,dem,194
2022-08-28,House,2023,dem,172
2022-08-28,House,2024,dem,203
2022-08-28,House,2025,dem,193
2022-08-28,House,2026,dem,199
2022-08-28,House,2027,dem,212
2022-08-28,House,2028,dem,197
2022-08-28,House,2029,dem,216
2022-08-28,House,2030,dem,166
2022-08-28,House,2031,dem,156
2022-08-28,House,2032,dem,206
2022-08-28,House,2033,dem,205
2022-08-28,House,2034,dem,231
2022-08-28,House,2035,dem,210
2022-08-28,House,2036,dem,225
2022-08-28,House,2037,dem,149
2022-08-28,House,2038,dem,197
2022-08-28,House,2039,dem,197
2022-08-28,House,2040,dem,221
2022-08-28,House,2041,dem,175
2022-08-28,House,2042,dem,177
2022-08-28,House,2043,dem,222
2022-08-28,House,2044,dem,191
2022-08-28,House,2045,dem,188
2022-08-28,House,2046,dem,175
2022-08-28,House,2047,dem,191
2022-08-28,House,2048,dem,209
2022-08-28,House,2049,dem,189
2022-08-28,House,2050,dem,190
2022-08-28,House,2051,dem,196
2022-08-28,House,2052,dem,204
2022-08-28,House,2053,dem,202
2022-08-28,House,2054,dem,207
2022-08-28,House,2055,dem,198
2022-08-28,House,2056,dem,200
2022-08-28,House,2057,dem,174
2022-08-28,House,2058,dem,189
2022-08-28,House,2059,dem,167
2022-08-28,House,2060,dem,230
2022-08-28,House,2061,dem,209
2022-08-28,House,2062,dem,182
2022-08-28,House,2063,dem,169
2022-08-28,House,2064,dem,216
2022-08-28,House,2065,dem,155
2022-08-28,House,2066,dem,201
2022-08-28,House,2067,dem,202
2022-08-28,House,2068,dem,205
2022-08-28,House,2069,dem,193
2022-08-28,House,2070,dem,147
2022-08-28,House,2071,dem,205
2022-08-28,House,2072,dem,189
2022-08-28,House,2073,dem,174
2022-08-28,House,2074,dem,185
2022-08-28,House,2075,dem,212
2022-08-28,House,2076,dem,216
2022-08-28,House,2077,dem,176
2022-08-28,House,2078,dem,146
2022-08-28,House,2079,dem,246
2022-08-28,House,2080,dem,176
2022-08-28,House,2081,dem,163
2022-08-28,House,2082,dem,224
2022-08-28,House,2083,dem,193
2022-08-28,House,2084,dem,190
2022-08-28,House,2085,dem,195
2022-08-28,House,2086,dem,200
2022-08-28,House,2087,dem,199
2022-08-28,House,2088,dem,179
2022-08-28,House,2089,dem,208
2022-08-28,House,2090,dem,195
2022-08-28,House,2091,dem,164
2022-08-28,House,2092,dem,216
2022-08-28,House,2093,dem,189
2022-08-28,House,2094,dem,199
2022-08-28,House,2095,dem,180
2022-08-28,House,2096,dem,194
2022-08-28,House,2097,dem,208
2022-08-28,House,2098,dem,194
2022-08-28,House,2099,dem,215
2022-08-28,House,2100,dem,178
2022-08-28,House,2101,dem,189
2022-08-28,House,2102,dem,195
2022-08-28,House,2103,dem,213
2022-08-28,House,2104,dem,230
2022-08-28,House,2105,dem,201
2022-08-28,House,2106,dem,214
2022-08-28,House,2107,dem,222
2022-08-28,House,2108,dem,227
2022-08-28,House,2109,dem,194
2022-08-28,House,2110,dem,209
2022-08-28,House,2111,dem,164
2022-08-28,House,2112,dem,195
2022-08-28,House,2113,dem,189
2022-08-28,House,2114,dem,201
2022-08-28,House,2115,dem,228
2022-08-28,House,2116,dem,204
2022-08-28,House,2117,dem,198
2022-08-28,House,2118,dem,167
2022-08-28,House,2119,dem,204
2022-08-28,House,2120,dem,197
2022-08-28,House,2121,dem,151
2022-08-28,House,2122,dem,216
2022-08-28,House,2123,dem,184
2022-08-28,House,2124,dem,172
2022-08-28,House,2125,dem,169
2022-08-28,House,2126,dem,210
2022-08-28,House,2127,dem,187
2022-08-28,House,2128,dem,201
2022-08-28,House,2129,dem,237
2022-08-28,House,2130,dem,185
2022-08-28,House,2131,dem,196
2022-08-28,House,2132,dem,195
2022-08-28,House,2133,dem,194
2022-08-28,House,2134,dem,171
2022-08-28,House,2135,dem,184
2022-08-28,House,2136,dem,196
2022-08-28,House,2137,dem,217
2022-08-28,House,2138,dem,156
2022-08-28,House,2139,dem,163
2022-08-28,House,2140,dem,166
2022-08-28,House,2141,dem,226
2022-08-28,House,2142,dem,189
2022-08-28,House,2143,dem,176
2022-08-28,House,2144,dem,166
2022-08-28,House,2145,dem,209
2022-08-28,House,2146,dem,199
2022-08-28,House,2147,dem,226
2022-08-28,House,2148,dem,165
2022-08-28,House,2149,dem,180
2022-08-28,House,2150,dem,212
2022-08-28,House,2151,dem,155
2022-08-28,House,2152,dem,215
2022-08-28,House,2153,dem,186
2022-08-28,House,2154,dem,154
2022-08-28,House,2155,dem,189
2022-08-28,House,2156,dem,163
2022-08-28,House,2157,dem,190
2022-08-28,House,2158,dem,185
2022-08-28,House,2159,dem,163
2022-08-28,House,2160,dem,139
2022-08-28,House,2161,dem,192
2022-08-28,House,2162,dem,173
2022-08-28,House,2163,dem,223
2022-08-28,House,2164,dem,206
2022-08-28,House,2165,dem,206
2022-08-28,House,2166,dem,156
2022-08-28,House,2167,dem,193
2022-08-28,House,2168,dem,224
2022-08-28,House,2169,dem,148
2022-08-28,House,2170,dem,179
2022-08-28,House,2171,dem,185
2022-08-28,House,2172,dem,214
2022-08-28,House,2173,dem,209
2022-08-28,House,2174,dem,203
2022-08-28,House,2175,dem,194
2022-08-28,House,2176,dem,205
2022-08-28,House,2177,dem,220
2022-08-28,House,2178,dem,184
2022-08-28,House,2179,dem,217
2022-08-28,House,2180,dem,251
2022-08-28,House,2181,dem,175
2022-08-28,House,2182,dem,158
2022-08-28,House,2183,dem,168
2022-08-28,House,2184,dem,187
2022-08-28,House,2185,dem,156
2022-08-28,House,2186,dem,200
2022-08-28,House,2187,dem,176
2022-08-28,House,2188,dem,202
2022-08-28,House,2189,dem,186
2022-08-28,House,2190,dem,176
2022-08-28,House,2191,dem,180
2022-08-28,House,2192,dem,210
2022-08-28,House,2193,dem,177
2022-08-28,House,2194,dem,226
2022-08-28,House,2195,dem,199
2022-08-28,House,2196,dem,197
2022-08-28,House,2197,dem,225
2022-08-28,House,2198,dem,213
2022-08-28,House,2199,dem,163
2022-08-28,House,2200,dem,192
2022-08-28,House,2201,dem,158
2022-08-28,House,2202,dem,197
2022-08-28,House,2203,dem,193
2022-08-28,House,2204,dem,222
2022-08-28,House,2205,dem,160
2022-08-28,House,2206,dem,200
2022-08-28,House,2207,dem,220
2022-08-28,House,2208,dem,188
2022-08-28,House,2209,dem,173
2022-08-28,House,2210,dem,161
2022-08-28,House,2211,dem,192
2022-08-28,House,2212,dem,162
2022-08-28,House,2213,dem,228
2022-08-28,House,2214,dem,192
2022-08-28,House,2215,dem,213
2022-08-28,House,2216,dem,162
2022-08-28,House,2217,dem,167
2022-08-28,House,2218,dem,204
2022-08-28,House,2219,dem,192
2022-08-28,House,2220,dem,214
2022-08-28,House,2221,dem,205
2022-08-28,House,2222,dem,226
2022-08-28,House,2223,dem,184
2022-08-28,House,2224,dem,187
2022-08-28,House,2225,dem,223
2022-08-28,House,2226,dem,136
2022-08-28,House,2227,dem,192
2022-08-28,House,2228,dem,159
2022-08-28,House,2229,dem,216
2022-08-28,House,2230,dem,197
2022-08-28,House,2231,dem,213
2022-08-28,House,2232,dem,200
2022-08-28,House,2233,dem,213
2022-08-28,House,2234,dem,239
2022-08-28,House,2235,dem,215
2022-08-28,House,2236,dem,207
2022-08-28,House,2237,dem,216
2022-08-28,House,2238,dem,176
2022-08-28,House,2239,dem,190
2022-08-28,House,2240,dem,178
2022-08-28,House,2241,dem,198
2022-08-28,House,2242,dem,186
2022-08-28,House,2243,dem,230
2022-08-28,House,2244,dem,190
2022-08-28,House,2245,dem,179
2022-08-28,House,2246,dem,185
2022-08-28,House,2247,dem,199
2022-08-28,House,2248,dem,219
2022-08-28,House,2249,dem,244
2022-08-28,House,2250,dem,216
2022-08-28,House,2251,dem,152
2022-08-28,House,2252,dem,191
2022-08-28,House,2253,dem,130
2022-08-28,House,2254,dem,192
2022-08-28,House,2255,dem,184
2022-08-28,House,2256,dem,194
2022-08-28,House,2257,dem,181
2022-08-28,House,2258,dem,165
2022-08-28,House,2259,dem,200
2022-08-28,House,2260,dem,181
2022-08-28,House,2261,dem,125
2022-08-28,House,2262,dem,225
2022-08-28,House,2263,dem,168
2022-08-28,House,2264,dem,193
2022-08-28,House,2265,dem,174
2022-08-28,House,2266,dem,231
2022-08-28,House,2267,dem,187
2022-08-28,House,2268,dem,174
2022-08-28,House,2269,dem,183
2022-08-28,House,2270,dem,169
2022-08-28,House,2271,dem,153
2022-08-28,House,2272,dem,164
2022-08-28,House,2273,dem,181
2022-08-28,House,2274,dem,194
2022-08-28,House,2275,dem,190
2022-08-28,House,2276,dem,181
2022-08-28,House,2277,dem,180
2022-08-28,House,2278,dem,172
2022-08-28,House,2279,dem,171
2022-08-28,House,2280,dem,167
2022-08-28,House,2281,dem,156
2022-08-28,House,2282,dem,236
2022-08-28,House,2283,dem,186
2022-08-28,House,2284,dem,210
2022-08-28,House,2285,dem,161
2022-08-28,House,2286,dem,181
2022-08-28,House,2287,dem,214
2022-08-28,House,2288,dem,196
2022-08-28,House,2289,dem,193
2022-08-28,House,2290,dem,226
2022-08-28,House,2291,dem,196
2022-08-28,House,2292,dem,214
2022-08-28,House,2293,dem,196
2022-08-28,House,2294,dem,211
2022-08-28,House,2295,dem,204
2022-08-28,House,2296,dem,160
2022-08-28,House,2297,dem,152
2022-08-28,House,2298,dem,197
2022-08-28,House,2299,dem,202
2022-08-28,House,2300,dem,172
2022-08-28,House,2301,dem,206
2022-08-28,House,2302,dem,200
2022-08-28,House,2303,dem,169
2022-08-28,House,2304,dem,192
2022-08-28,House,2305,dem,170
2022-08-28,House,2306,dem,177
2022-08-28,House,2307,dem,181
2022-08-28,House,2308,dem,184
2022-08-28,House,2309,dem,204
2022-08-28,House,2310,dem,183
2022-08-28,House,2311,dem,155
2022-08-28,House,2312,dem,162
2022-08-28,House,2313,dem,190
2022-08-28,House,2314,dem,204
2022-08-28,House,2315,dem,173
2022-08-28,House,2316,dem,122
2022-08-28,House,2317,dem,201
2022-08-28,House,2318,dem,201
2022-08-28,House,2319,dem,172
2022-08-28,House,2320,dem,197
2022-08-28,House,2321,dem,216
2022-08-28,House,2322,dem,198
2022-08-28,House,2323,dem,176
2022-08-28,House,2324,dem,210
2022-08-28,House,2325,dem,148
2022-08-28,House,2326,dem,186
2022-08-28,House,2327,dem,212
2022-08-28,House,2328,dem,190
2022-08-28,House,2329,dem,226
2022-08-28,House,2330,dem,162
2022-08-28,House,2331,dem,201
2022-08-28,House,2332,dem,196
2022-08-28,House,2333,dem,188
2022-08-28,House,2334,dem,189
2022-08-28,House,2335,dem,212
2022-08-28,House,2336,dem,225
2022-08-28,House,2337,dem,188
2022-08-28,House,2338,dem,226
2022-08-28,House,2339,dem,192
2022-08-28,House,2340,dem,158
2022-08-28,House,2341,dem,190
2022-08-28,House,2342,dem,185
2022-08-28,House,2343,dem,174
2022-08-28,House,2344,dem,198
2022-08-28,House,2345,dem,159
2022-08-28,House,2346,dem,185
2022-08-28,House,2347,dem,204
2022-08-28,House,2348,dem,217
2022-08-28,House,2349,dem,150
2022-08-28,House,2350,dem,176
2022-08-28,House,2351,dem,200
2022-08-28,House,2352,dem,213
2022-08-28,House,2353,dem,209
2022-08-28,House,2354,dem,187
2022-08-28,House,2355,dem,153
2022-08-28,House,2356,dem,193
2022-08-28,House,2357,dem,200
2022-08-28,House,2358,dem,187
2022-08-28,House,2359,dem,181
2022-08-28,House,2360,dem,221
2022-08-28,House,2361,dem,207
2022-08-28,House,2362,dem,173
2022-08-28,House,2363,dem,188
2022-08-28,House,2364,dem,185
2022-08-28,House,2365,dem,201
2022-08-28,House,2366,dem,211
2022-08-28,House,2367,dem,199
2022-08-28,House,2368,dem,220
2022-08-28,House,2369,dem,197
2022-08-28,House,2370,dem,170
2022-08-28,House,2371,dem,173
2022-08-28,House,2372,dem,201
2022-08-28,House,2373,dem,215
2022-08-28,House,2374,dem,246
2022-08-28,House,2375,dem,155
2022-08-28,House,2376,dem,158
2022-08-28,House,2377,dem,192
2022-08-28,House,2378,dem,196
2022-08-28,House,2379,dem,187
2022-08-28,House,2380,dem,190
2022-08-28,House,2381,dem,175
2022-08-28,House,2382,dem,201
2022-08-28,House,2383,dem,232
2022-08-28,House,2384,dem,192
2022-08-28,House,2385,dem,181
2022-08-28,House,2386,dem,186
2022-08-28,House,2387,dem,194
2022-08-28,House,2388,dem,187
2022-08-28,House,2389,dem,188
2022-08-28,House,2390,dem,218
2022-08-28,House,2391,dem,210
2022-08-28,House,2392,dem,181
2022-08-28,House,2393,dem,226
2022-08-28,House,2394,dem,171
2022-08-28,House,2395,dem,143
2022-08-28,House,2396,dem,158
2022-08-28,House,2397,dem,184
2022-08-28,House,2398,dem,189
2022-08-28,House,2399,dem,171
2022-08-28,House,2400,dem,195
2022-08-28,House,2401,dem,200
2022-08-28,House,2402,dem,190
2022-08-28,House,2403,dem,213
2022-08-28,House,2404,dem,162
2022-08-28,House,2405,dem,194
2022-08-28,House,2406,dem,185
2022-08-28,House,2407,dem,187
2022-08-28,House,2408,dem,170
2022-08-28,House,2409,dem,205
2022-08-28,House,2410,dem,184
2022-08-28,House,2411,dem,209
2022-08-28,House,2412,dem,201
2022-08-28,House,2413,dem,154
2022-08-28,House,2414,dem,192
2022-08-28,House,2415,dem,181
2022-08-28,House,2416,dem,249
2022-08-28,House,2417,dem,195
2022-08-28,House,2418,dem,196
2022-08-28,House,2419,dem,188
2022-08-28,House,2420,dem,220
2022-08-28,House,2421,dem,205
2022-08-28,House,2422,dem,195
2022-08-28,House,2423,dem,174
2022-08-28,House,2424,dem,146
2022-08-28,House,2425,dem,204
2022-08-28,House,2426,dem,173
2022-08-28,House,2427,dem,184
2022-08-28,House,2428,dem,172
2022-08-28,House,2429,dem,151
2022-08-28,House,2430,dem,190
2022-08-28,House,2431,dem,204
2022-08-28,House,2432,dem,175
2022-08-28,House,2433,dem,202
2022-08-28,House,2434,dem,194
2022-08-28,House,2435,dem,193
2022-08-28,House,2436,dem,179
2022-08-28,House,2437,dem,201
2022-08-28,House,2438,dem,211
2022-08-28,House,2439,dem,175
2022-08-28,House,2440,dem,201
2022-08-28,House,2441,dem,170
2022-08-28,House,2442,dem,175
2022-08-28,House,2443,dem,219
2022-08-28,House,2444,dem,155
2022-08-28,House,2445,dem,181
2022-08-28,House,2446,dem,171
2022-08-28,House,2447,dem,199
2022-08-28,House,2448,dem,215
2022-08-28,House,2449,dem,216
2022-08-28,House,2450,dem,164
2022-08-28,House,2451,dem,204
2022-08-28,House,2452,dem,194
2022-08-28,House,2453,dem,174
2022-08-28,House,2454,dem,254
2022-08-28,House,2455,dem,188
2022-08-28,House,2456,dem,184
2022-08-28,House,2457,dem,192
2022-08-28,House,2458,dem,164
2022-08-28,House,2459,dem,222
2022-08-28,House,2460,dem,184
2022-08-28,House,2461,dem,179
2022-08-28,House,2462,dem,229
2022-08-28,House,2463,dem,190
2022-08-28,House,2464,dem,199
2022-08-28,House,2465,dem,181
2022-08-28,House,2466,dem,210
2022-08-28,House,2467,dem,195
2022-08-28,House,2468,dem,173
2022-08-28,House,2469,dem,182
2022-08-28,House,2470,dem,183
2022-08-28,House,2471,dem,182
2022-08-28,House,2472,dem,199
2022-08-28,House,2473,dem,238
2022-08-28,House,2474,dem,219
2022-08-28,House,2475,dem,216
2022-08-28,House,2476,dem,199
2022-08-28,House,2477,dem,170
2022-08-28,House,2478,dem,182
2022-08-28,House,2479,dem,205
2022-08-28,House,2480,dem,198
2022-08-28,House,2481,dem,189
2022-08-28,House,2482,dem,221
2022-08-28,House,2483,dem,203
2022-08-28,House,2484,dem,194
2022-08-28,House,2485,dem,200
2022-08-28,House,2486,dem,195
2022-08-28,House,2487,dem,155
2022-08-28,House,2488,dem,199
2022-08-28,House,2489,dem,161
2022-08-28,House,2490,dem,194
2022-08-28,House,2491,dem,184
2022-08-28,House,2492,dem,173
2022-08-28,House,2493,dem,207
2022-08-28,House,2494,dem,177
2022-08-28,House,2495,dem,223
2022-08-28,House,2496,dem,207
2022-08-28,House,2497,dem,217
2022-08-28,House,2498,dem,209
2022-08-28,House,2499,dem,202
2022-08-28,House,2500,dem,182
2022-08-28,House,2501,dem,215
2022-08-28,House,2502,dem,150
2022-08-28,House,2503,dem,175
2022-08-28,House,2504,dem,188
2022-08-28,House,2505,dem,184
2022-08-28,House,2506,dem,182
2022-08-28,House,2507,dem,200
2022-08-28,House,2508,dem,202
2022-08-28,House,2509,dem,138
2022-08-28,House,2510,dem,195
2022-08-28,House,2511,dem,170
2022-08-28,House,2512,dem,170
2022-08-28,House,2513,dem,205
2022-08-28,House,2514,dem,177
2022-08-28,House,2515,dem,228
2022-08-28,House,2516,dem,207
2022-08-28,House,2517,dem,191
2022-08-28,House,2518,dem,192
2022-08-28,House,2519,dem,222
2022-08-28,House,2520,dem,196
2022-08-28,House,2521,dem,210
2022-08-28,House,2522,dem,236
2022-08-28,House,2523,dem,205
2022-08-28,House,2524,dem,182
2022-08-28,House,2525,dem,209
2022-08-28,House,2526,dem,189
2022-08-28,House,2527,dem,196
2022-08-28,House,2528,dem,190
2022-08-28,House,2529,dem,179
2022-08-28,House,2530,dem,148
2022-08-28,House,2531,dem,173
2022-08-28,House,2532,dem,182
2022-08-28,House,2533,dem,161
2022-08-28,House,2534,dem,187
2022-08-28,House,2535,dem,179
2022-08-28,House,2536,dem,194
2022-08-28,House,2537,dem,194
2022-08-28,House,2538,dem,223
2022-08-28,House,2539,dem,186
2022-08-28,House,2540,dem,168
2022-08-28,House,2541,dem,166
2022-08-28,House,2542,dem,208
2022-08-28,House,2543,dem,208
2022-08-28,House,2544,dem,203
2022-08-28,House,2545,dem,219
2022-08-28,House,2546,dem,199
2022-08-28,House,2547,dem,199
2022-08-28,House,2548,dem,187
2022-08-28,House,2549,dem,190
2022-08-28,House,2550,dem,201
2022-08-28,House,2551,dem,205
2022-08-28,House,2552,dem,175
2022-08-28,House,2553,dem,161
2022-08-28,House,2554,dem,186
2022-08-28,House,2555,dem,231
2022-08-28,House,2556,dem,180
2022-08-28,House,2557,dem,214
2022-08-28,House,2558,dem,186
2022-08-28,House,2559,dem,217
2022-08-28,House,2560,dem,217
2022-08-28,House,2561,dem,200
2022-08-28,House,2562,dem,178
2022-08-28,House,2563,dem,200
2022-08-28,House,2564,dem,139
2022-08-28,House,2565,dem,220
2022-08-28,House,2566,dem,225
2022-08-28,House,2567,dem,194
2022-08-28,House,2568,dem,164
2022-08-28,House,2569,dem,175
2022-08-28,House,2570,dem,191
2022-08-28,House,2571,dem,226
2022-08-28,House,2572,dem,159
2022-08-28,House,2573,dem,192
2022-08-28,House,2574,dem,219
2022-08-28,House,2575,dem,238
2022-08-28,House,2576,dem,196
2022-08-28,House,2577,dem,185
2022-08-28,House,2578,dem,187
2022-08-28,House,2579,dem,212
2022-08-28,House,2580,dem,219
2022-08-28,House,2581,dem,210
2022-08-28,House,2582,dem,206
2022-08-28,House,2583,dem,213
2022-08-28,House,2584,dem,171
2022-08-28,House,2585,dem,211
2022-08-28,House,2586,dem,224
2022-08-28,House,2587,dem,159
2022-08-28,House,2588,dem,184
2022-08-28,House,2589,dem,201
2022-08-28,House,2590,dem,224
2022-08-28,House,2591,dem,190
2022-08-28,House,2592,dem,200
2022-08-28,House,2593,dem,207
2022-08-28,House,2594,dem,204
2022-08-28,House,2595,dem,181
2022-08-28,House,2596,dem,175
2022-08-28,House,2597,dem,212
2022-08-28,House,2598,dem,205
2022-08-28,House,2599,dem,207
2022-08-28,House,2600,dem,210
2022-08-28,House,2601,dem,203
2022-08-28,House,2602,dem,221
2022-08-28,House,2603,dem,177
2022-08-28,House,2604,dem,214
2022-08-28,House,2605,dem,158
2022-08-28,House,2606,dem,208
2022-08-28,House,2607,dem,216
2022-08-28,House,2608,dem,158
2022-08-28,House,2609,dem,187
2022-08-28,House,2610,dem,231
2022-08-28,House,2611,dem,210
2022-08-28,House,2612,dem,183
2022-08-28,House,2613,dem,171
2022-08-28,House,2614,dem,186
2022-08-28,House,2615,dem,234
2022-08-28,House,2616,dem,175
2022-08-28,House,2617,dem,201
2022-08-28,House,2618,dem,202
2022-08-28,House,2619,dem,189
2022-08-28,House,2620,dem,188
2022-08-28,House,2621,dem,203
2022-08-28,House,2622,dem,199
2022-08-28,House,2623,dem,198
2022-08-28,House,2624,dem,201
2022-08-28,House,2625,dem,223
2022-08-28,House,2626,dem,195
2022-08-28,House,2627,dem,178
2022-08-28,House,2628,dem,166
2022-08-28,House,2629,dem,195
2022-08-28,House,2630,dem,173
2022-08-28,House,2631,dem,190
2022-08-28,House,2632,dem,214
2022-08-28,House,2633,dem,204
2022-08-28,House,2634,dem,188
2022-08-28,House,2635,dem,176
2022-08-28,House,2636,dem,218
2022-08-28,House,2637,dem,197
2022-08-28,House,2638,dem,177
2022-08-28,House,2639,dem,194
2022-08-28,House,2640,dem,185
2022-08-28,House,2641,dem,198
2022-08-28,House,2642,dem,172
2022-08-28,House,2643,dem,203
2022-08-28,House,2644,dem,169
2022-08-28,House,2645,dem,212
2022-08-28,House,2646,dem,175
2022-08-28,House,2647,dem,207
2022-08-28,House,2648,dem,185
2022-08-28,House,2649,dem,180
2022-08-28,House,2650,dem,186
2022-08-28,House,2651,dem,219
2022-08-28,House,2652,dem,203
2022-08-28,House,2653,dem,180
2022-08-28,House,2654,dem,176
2022-08-28,House,2655,dem,197
2022-08-28,House,2656,dem,145
2022-08-28,House,2657,dem,207
2022-08-28,House,2658,dem,198
2022-08-28,House,2659,dem,233
2022-08-28,House,2660,dem,190
2022-08-28,House,2661,dem,198
2022-08-28,House,2662,dem,165
2022-08-28,House,2663,dem,154
2022-08-28,House,2664,dem,208
2022-08-28,House,2665,dem,219
2022-08-28,House,2666,dem,159
2022-08-28,House,2667,dem,196
2022-08-28,House,2668,dem,193
2022-08-28,House,2669,dem,189
2022-08-28,House,2670,dem,178
2022-08-28,House,2671,dem,183
2022-08-28,House,2672,dem,234
2022-08-28,House,2673,dem,218
2022-08-28,House,2674,dem,143
2022-08-28,House,2675,dem,198
2022-08-28,House,2676,dem,177
2022-08-28,House,2677,dem,164
2022-08-28,House,2678,dem,191
2022-08-28,House,2679,dem,213
2022-08-28,House,2680,dem,200
2022-08-28,House,2681,dem,180
2022-08-28,House,2682,dem,197
2022-08-28,House,2683,dem,203
2022-08-28,House,2684,dem,194
2022-08-28,House,2685,dem,197
2022-08-28,House,2686,dem,211
2022-08-28,House,2687,dem,194
2022-08-28,House,2688,dem,170
2022-08-28,House,2689,dem,217
2022-08-28,House,2690,dem,162
2022-08-28,House,2691,dem,174
2022-08-28,House,2692,dem,175
2022-08-28,House,2693,dem,194
2022-08-28,House,2694,dem,197
2022-08-28,House,2695,dem,216
2022-08-28,House,2696,dem,181
2022-08-28,House,2697,dem,122
2022-08-28,House,2698,dem,207
2022-08-28,House,2699,dem,210
2022-08-28,House,2700,dem,166
2022-08-28,House,2701,dem,202
2022-08-28,House,2702,dem,183
2022-08-28,House,2703,dem,223
2022-08-28,House,2704,dem,163
2022-08-28,House,2705,dem,194
2022-08-28,House,2706,dem,178
2022-08-28,House,2707,dem,167
2022-08-28,House,2708,dem,211
2022-08-28,House,2709,dem,162
2022-08-28,House,2710,dem,189
2022-08-28,House,2711,dem,228
2022-08-28,House,2712,dem,206
2022-08-28,House,2713,dem,183
2022-08-28,House,2714,dem,226
2022-08-28,House,2715,dem,173
2022-08-28,House,2716,dem,192
2022-08-28,House,2717,dem,226
2022-08-28,House,2718,dem,222
2022-08-28,House,2719,dem,213
2022-08-28,House,2720,dem,172
2022-08-28,House,2721,dem,194
2022-08-28,House,2722,dem,167
2022-08-28,House,2723,dem,229
2022-08-28,House,2724,dem,182
2022-08-28,House,2725,dem,148
2022-08-28,House,2726,dem,187
2022-08-28,House,2727,dem,180
2022-08-28,House,2728,dem,179
2022-08-28,House,2729,dem,216
2022-08-28,House,2730,dem,228
2022-08-28,House,2731,dem,207
2022-08-28,House,2732,dem,190
2022-08-28,House,2733,dem,200
2022-08-28,House,2734,dem,192
2022-08-28,House,2735,dem,200
2022-08-28,House,2736,dem,210
2022-08-28,House,2737,dem,185
2022-08-28,House,2738,dem,237
2022-08-28,House,2739,dem,207
2022-08-28,House,2740,dem,199
2022-08-28,House,2741,dem,217
2022-08-28,House,2742,dem,235
2022-08-28,House,2743,dem,222
2022-08-28,House,2744,dem,184
2022-08-28,House,2745,dem,206
2022-08-28,House,2746,dem,198
2022-08-28,House,2747,dem,207
2022-08-28,House,2748,dem,233
2022-08-28,House,2749,dem,202
2022-08-28,House,2750,dem,212
2022-08-28,House,2751,dem,187
2022-08-28,House,2752,dem,172
2022-08-28,House,2753,dem,209
2022-08-28,House,2754,dem,185
2022-08-28,House,2755,dem,154
2022-08-28,House,2756,dem,182
2022-08-28,House,2757,dem,177
2022-08-28,House,2758,dem,192
2022-08-28,House,2759,dem,188
2022-08-28,House,2760,dem,178
2022-08-28,House,2761,dem,169
2022-08-28,House,2762,dem,200
2022-08-28,House,2763,dem,165
2022-08-28,House,2764,dem,191
2022-08-28,House,2765,dem,163
2022-08-28,House,2766,dem,207
2022-08-28,House,2767,dem,185
2022-08-28,House,2768,dem,171
2022-08-28,House,2769,dem,174
2022-08-28,House,2770,dem,150
2022-08-28,House,2771,dem,176
2022-08-28,House,2772,dem,166
2022-08-28,House,2773,dem,148
2022-08-28,House,2774,dem,186
2022-08-28,House,2775,dem,185
2022-08-28,House,2776,dem,253
2022-08-28,House,2777,dem,235
2022-08-28,House,2778,dem,216
2022-08-28,House,2779,dem,196
2022-08-28,House,2780,dem,167
2022-08-28,House,2781,dem,242
2022-08-28,House,2782,dem,165
2022-08-28,House,2783,dem,201
2022-08-28,House,2784,dem,159
2022-08-28,House,2785,dem,184
2022-08-28,House,2786,dem,241
2022-08-28,House,2787,dem,154
2022-08-28,House,2788,dem,225
2022-08-28,House,2789,dem,228
2022-08-28,House,2790,dem,182
2022-08-28,House,2791,dem,147
2022-08-28,House,2792,dem,202
2022-08-28,House,2793,dem,187
2022-08-28,House,2794,dem,181
2022-08-28,House,2795,dem,164
2022-08-28,House,2796,dem,176
2022-08-28,House,2797,dem,213
2022-08-28,House,2798,dem,207
2022-08-28,House,2799,dem,223
2022-08-28,House,2800,dem,207
2022-08-28,House,2801,dem,210
2022-08-28,House,2802,dem,223
2022-08-28,House,2803,dem,213
2022-08-28,House,2804,dem,217
2022-08-28,House,2805,dem,189
2022-08-28,House,2806,dem,181
2022-08-28,House,2807,dem,200
2022-08-28,House,2808,dem,231
2022-08-28,House,2809,dem,139
2022-08-28,House,2810,dem,181
2022-08-28,House,2811,dem,190
2022-08-28,House,2812,dem,183
2022-08-28,House,2813,dem,158
2022-08-28,House,2814,dem,201
2022-08-28,House,2815,dem,157
2022-08-28,House,2816,dem,203
2022-08-28,House,2817,dem,205
2022-08-28,House,2818,dem,232
2022-08-28,House,2819,dem,176
2022-08-28,House,2820,dem,186
2022-08-28,House,2821,dem,218
2022-08-28,House,2822,dem,225
2022-08-28,House,2823,dem,167
2022-08-28,House,2824,dem,171
2022-08-28,House,2825,dem,206
2022-08-28,House,2826,dem,211
2022-08-28,House,2827,dem,210
2022-08-28,House,2828,dem,196
2022-08-28,House,2829,dem,217
2022-08-28,House,2830,dem,197
2022-08-28,House,2831,dem,170
2022-08-28,House,2832,dem,238
2022-08-28,House,2833,dem,177
2022-08-28,House,2834,dem,223
